QUERY;IMG;IMG URL;REFERENCE;CULTURAL AREA
pizzagate;;https://ih1.redbubble.net/image.492655863.0273/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;1984;Entertainment
pizzagate;;https://ih1.redbubble.net/image.846000299.3429/st,small,507x507-pad,600x600,f8f8f8.jpg;1984;Entertainment
pizzagate;;https://ih1.redbubble.net/image.1038009930.5514/st,small,507x507-pad,600x600,f8f8f8.jpg;1984;Entertainment
pizzagate;;https://ih1.redbubble.net/image.297945109.7980/st,small,507x507-pad,600x600,f8f8f8.u3.jpg;Satanism;Cult and Beliefs
pizzagate;;https://ih1.redbubble.net/image.343342065.2727/st,small,507x507-pad,600x600,f8f8f8.u3.jpg;Satanism;Cult and Beliefs
pizzagate;;https://ih1.redbubble.net/image.329341039.6259/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;US Dollar;Government and Politics
pizzagate;;https://ih1.redbubble.net/image.292194928.8797/st,small,507x507-pad,600x600,f8f8f8.jpg;US Dollar;Government and Politics
pizzagate;;https://ih1.redbubble.net/image.333985875.3466/st,small,507x507-pad,600x600,f8f8f8.u2.jpg;Donald Trump;Government and Politics
pizzagate;;https://ih1.redbubble.net/image.322497243.5003/st,small,507x507-pad,600x600,f8f8f8.u3.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1448097426.8660/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1358253104.4721/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.297884217.6141/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1648887779.4003/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.343788611.6492/st,small,507x507-pad,600x600,f8f8f8.u2.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1340514436.3584/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1369353631.1363/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.890927937.0892/tst,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1284450296.9015/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1524955781.1798/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.322814453.4324/st,small,507x507-pad,600x600,f8f8f8.u3.jpg;US Dollar;Government and Politics
pizzagate;;https://ih1.redbubble.net/image.1603388118.5761/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.296920428.7828/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.958381002.8138/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1469889351.8637/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1670329278.7774/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.336766227.6491/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;Podesta;History & Events
pizzagate;;https://ih1.redbubble.net/image.1536889841.3424/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1475987072.1777/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.890946499.1335/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1428696510.5824/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.335543877.0085/st,small,507x507-pad,600x600,f8f8f8.u2.jpg;Podesta;History & Events
pizzagate;;https://ih1.redbubble.net/image.1463251788.5235/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1547921150.6003/st,small,507x507-pad,600x600,f8f8f8.jpg;US Flag;Government and Politics
pizzagate;;https://ih1.redbubble.net/image.1486120867.6518/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1688860165.6153/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1561733913.8304/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1774521355.0187/st,small,507x507-pad,600x600,f8f8f8.jpg;Plandemic Documentary;Entertainment
pizzagate;;https://ih1.redbubble.net/image.1648910415.9727/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.290763756.3066/st,small,507x507-pad,600x600,f8f8f8.u5.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.1617181118.1538/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
pizzagate;;https://ih1.redbubble.net/image.958354668.7528/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1068236065.4835/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;Parental Advisory;NONE
qanon;;https://ih1.redbubble.net/image.972624106.8970/st,small,507x507-pad,600x600,f8f8f8.jpg;MAGA;Government and Politics
qanon;;https://ih1.redbubble.net/image.1155544176.6941/tst,small,507x507-pad,600x600,f8f8f8.jpg;MAGA;Government and Politics
qanon;;https://ih1.redbubble.net/image.1363360797.4251/st,small,507x507-pad,600x600,f8f8f8.jpg;V for Vendetta;Entertainment
qanon;;https://ih1.redbubble.net/image.619893102.9275/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;V for Vendetta;Entertainment
qanon;;https://ih1.redbubble.net/image.1177477460.8920/st,small,507x507-pad,600x600,f8f8f8.jpg;The Revolution Will Not Be Televised;Entertainment
qanon;;https://ih1.redbubble.net/image.1289976651.7479/st,small,507x507-pad,600x600,f8f8f8.jpg;The Punisher;Entertainment
qanon;;https://ih1.redbubble.net/image.1289691638.1034/st,small,507x507-pad,600x600,f8f8f8.jpg;The Punisher;Entertainment
qanon;;https://ih1.redbubble.net/image.1252578981.8971/st,small,507x507-pad,600x600,f8f8f8.jpg;The Matrix;Entertainment
qanon;;https://ih1.redbubble.net/image.841869666.5056/st,small,507x507-pad,600x600,f8f8f8.u6.jpg;The Matrix;Entertainment
qanon;;https://ih1.redbubble.net/image.1234412442.2652/st,small,507x507-pad,600x600,f8f8f8.jpg;The Matrix;Entertainment
qanon;;https://ih1.redbubble.net/image.848908921.0317/st,small,507x507-pad,600x600,f8f8f8.jpg;The Matrix;Entertainment
qanon;;https://ih1.redbubble.net/image.1519981183.8553/st,small,507x507-pad,600x600,f8f8f8.jpg;Straight Outta Compton;Entertainment
qanon;;https://ih1.redbubble.net/image.1150379962.2891/st,small,507x507-pad,600x600,f8f8f8.jpg;Kehinde Wiley;Entertainment
qanon;;https://ih1.redbubble.net/image.680448030.1900/st,small,507x507-pad,600x600,f8f8f8.u2.jpg;Emilio Isgrò;Entertainment
qanon;;https://ih1.redbubble.net/image.803179449.3144/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;Trump;Government and Politics
qanon;;https://ih1.redbubble.net/image.969197855.0464/st,small,507x507-pad,600x600,f8f8f8.jpg;Schiff Scandal;History & Events
qanon;;https://ih1.redbubble.net/image.768762216.7006/st,small,507x507-pad,600x600,f8f8f8.u7.jpg;Moon Landing;History & Events
qanon;;https://ih1.redbubble.net/image.804830532.1051/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;Assange Scandal;History & Events
qanon;;https://ih1.redbubble.net/image.1169793478.6535/st,small,507x507-pad,600x600,f8f8f8.jpg;"""Drain In The Swamp"" slogan";Government and Politics
qanon;;https://ih1.redbubble.net/image.1169803044.6720/st,small,507x507-pad,600x600,f8f8f8.jpg;"""Drain In The Swamp"" slogan";Government and Politics
qanon;;https://ih1.redbubble.net/image.1389910554.3686/st,small,507x507-pad,600x600,f8f8f8.jpg;Satanism;Cult and Beliefs
qanon;;https://ih1.redbubble.net/image.1001356035.9666/st,small,507x507-pad,600x600,f8f8f8.jpg;US President;Government and Politics
qanon;;https://ih1.redbubble.net/image.1229224230.6565/st,small,507x507-pad,600x600,f8f8f8.jpg;US Dollar;Government and Politics
qanon;;https://ih1.redbubble.net/image.1271130509.6022/st,small,507x507-pad,600x600,f8f8f8.jpg;Pepe The Frog;NONE
qanon;;https://ih1.redbubble.net/image.897222162.3035/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;Keep Calm;NONE
qanon;;https://ih1.redbubble.net/image.674827731.2940/st,small,507x507-pad,600x600,f8f8f8.u5.jpg;"""Orange Man Bad"" meme";NONE
qanon;;https://ih1.redbubble.net/image.692212094.8875/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1637843900.7031/st,small,507x507-pad,600x600,f8f8f8.jpg;Donald Trump;Government and Politics
qanon;;https://ih1.redbubble.net/image.1113036672.2654/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1130855097.1039/st,small,507x507-pad,600x600,f8f8f8.u4.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.833398090.8929/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;US Flag;Government and Politics
qanon;;https://ih1.redbubble.net/image.1182951611.7068/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1207925993.0914/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1402896487.4730/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1420412710.8137/st,small,507x507-pad,600x600,f8f8f8.jpg;Hillary Clinton;Government and Politics
qanon;;https://ih1.redbubble.net/image.1175310871.7990/st,small,507x507-pad,600x600,f8f8f8.jpg;Covid-19;History & Events
qanon;;https://ih1.redbubble.net/image.1402795388.2658/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1277694497.7654/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.776201332.4435/st,small,507x507-pad,600x600,f8f8f8.jpg;Social Media;NONE
qanon;;https://ih1.redbubble.net/image.1431521872.3205/st,small,507x507-pad,600x600,f8f8f8.jpg;Tucker Carlson;History & Events
qanon;;https://ih1.redbubble.net/image.1336721851.1525/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1791599676.5086/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.619569587.7054/st,small,507x507-pad,600x600,f8f8f8.u6.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1001365706.9898/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1144549913.2181/st,small,507x507-pad,600x600,f8f8f8.jpg;Flags;Government and Politics
qanon;;https://ih1.redbubble.net/image.1290005194.8115/st,small,507x507-pad,600x600,f8f8f8.jpg;US Flag;Government and Politics
qanon;;https://ih1.redbubble.net/image.699585238.3050/st,small,507x507-pad,600x600,f8f8f8.u5.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.540417314.6604/st,small,507x507-pad,600x600,f8f8f8.u1.jpg;NONE;NONE
qanon;;https://ih1.redbubble.net/image.1220971504.4535/st,small,507x507-pad,600x600,f8f8f8.jpg;NONE;NONE
